CityTown;Population;Latitude;Longitude
Chelyabinsk, Barbyusa, 272;45;55.118483;61.422748
Chelyabinsk, Barbyusa, 3;483;55.146054;61.437049
Chelyabinsk, Barbyusa, 31;49;55.14202;61.435683
Chelyabinsk, Barbyusa, 33;61;55.14149;61.43571
Chelyabinsk, Barbyusa, 35;98;55.141094;61.435171
Chelyabinsk, Barbyusa, 37;54;55.139833;61.433249
Chelyabinsk, Barbyusa, 39;30;55.139283;61.432917
Chelyabinsk, Barbyusa, 39a;27;55.139175;61.433501
Chelyabinsk, Barbyusa, 41;37;55.138758;61.43262
Chelyabinsk, Barbyusa, 47;122;55.138166;61.43227
Chelyabinsk, Barbyusa, 5a;86;55.144665;61.436986
Chelyabinsk, Barbyusa, 63;45;55.130981;61.427958
Chelyabinsk, Barbyusa, 69;44;55.128006;61.426485
Chelyabinsk, Barbyusa, 69a;43;55.127986;61.427284
Chelyabinsk, Barbyusa, 69b;32;55.128212;61.428263
Chelyabinsk, Barbyusa, 69v;43;55.128444;61.429162
Chelyabinsk, Barbyusa, 71;61;55.127059;61.426278
Chelyabinsk, Barbyusa, 71a;147;55.127224;61.427203
Chelyabinsk, Barbyusa, 71b;92;55.127461;61.42812
Chelyabinsk, Barbyusa, 71v;88;55.127692;61.429009
Chelyabinsk, Barbyusa, 75;62;55.124861;61.426601
Chelyabinsk, Barbyusa, 79;63;55.123445;61.426781
Chelyabinsk, Barbyusa, 79a;89;55.123497;61.427581
Chelyabinsk, Barbyusa, 80;76;55.139736;61.43209
Chelyabinsk, Barbyusa, 82;108;55.138994;61.43094
Chelyabinsk, Barbyusa, 91;106;55.11875;61.427635
Chelyabinsk, Batumskaya, 12;212;55.119306;61.466586
Chelyabinsk, Batumskaya, 15;34;55.11665;61.466559
Chelyabinsk, Batumskaya, 15a;45;55.115723;61.466038
Chelyabinsk, Batumskaya, 2a;79;55.124449;61.470323
Chelyabinsk, Batumskaya, 3;50;55.122174;61.469999
Chelyabinsk, Batumskaya, 9a;244;55.119636;61.4684
Chelyabinsk, Beyvelya, 1;632;55.191665;61.279071
Chelyabinsk, Beyvelya, 10;3 887;55.193422;61.282943
Chelyabinsk, Beyvelya, 112;191;55.218179;61.292968
Chelyabinsk, Beyvelya, 116;826;55.218805;61.294414
Chelyabinsk, Beyvelya, 14;3 495;55.193967;61.281757
Chelyabinsk, Beyvelya, 18;53;55.194321;61.283419
Chelyabinsk, Beyvelya, 20;656;55.194727;61.282934
Chelyabinsk, Beyvelya, 22;1 139;55.195308;61.281443
Chelyabinsk, Beyvelya, 27;187;55.203848;61.283212
Chelyabinsk, Beyvelya, 29;115;55.204048;61.28217
Chelyabinsk, Beyvelya, 3;391;55.192101;61.279062
Chelyabinsk, Beyvelya, 31;198;55.204274;61.282781
Chelyabinsk, Beyvelya, 35;127;55.20468;61.283221
Chelyabinsk, Beyvelya, 37;67;55.204819;61.283221
Chelyabinsk, Beyvelya, 39;178;55.204788;61.282143
Chelyabinsk, Beyvelya, 40;130;55.201592;61.28447
Chelyabinsk, Beyvelya, 41;45;55.204983;61.282754
Chelyabinsk, Beyvelya, 43;231;55.20543;61.283194
Chelyabinsk, Beyvelya, 44;41;55.201674;61.285359
Chelyabinsk, Beyvelya, 46;159;55.202111;61.284847
Chelyabinsk, Beyvelya, 46a;444;55.202532;61.286752
Chelyabinsk, Beyvelya, 48;178;55.202728;61.285054
Chelyabinsk, Beyvelya, 52;172;55.202943;61.285728
Chelyabinsk, Beyvelya, 54;216;55.203308;61.285144
Chelyabinsk, Beyvelya, 54a;358;55.203473;61.286357
Chelyabinsk, Beyvelya, 56;60;55.203842;61.285126
Chelyabinsk, Beyvelya, 6;2 724;55.192641;61.281757
Chelyabinsk, Beyvelya, 8;1 274;55.193006;61.283419
Chelyabinsk, Beloretskaya, 60a;405;55.122663;61.370583
Chelyabinsk, Beloretskaya, 62;31;55.122663;61.36928
Chelyabinsk, Beloretskaya, 63;92;55.123023;61.36689
Chelyabinsk, Beloretskaya, 68;89;55.123456;61.366747
Chelyabinsk, Beloretskaya, 68a;80;55.123832;61.366962
Chelyabinsk, Belostotskogo, 11;245;55.163538;61.44446
Chelyabinsk, Belostotskogo, 13;147;55.163605;61.443499
Chelyabinsk, Belostotskogo, 19;65;55.164258;61.440112
Chelyabinsk, Belostotskogo, 21;64;55.164325;61.438289
Chelyabinsk, Belostotskogo, 3;75;55.163312;61.448556
Chelyabinsk, Belostotskogo, 5;163;55.163374;61.447595
Chelyabinsk, Belostotskogo, 7;83;55.16342;61.446876
Chelyabinsk, Blyukhera, 11a;43;55.140636;61.382485
Chelyabinsk, Blyukhera, 11v;32;55.140204;61.382279
Chelyabinsk, Blyukhera, 2;48;55.143909;61.384947
Chelyabinsk, Blyukhera, 2b;44;55.145313;61.386878
Chelyabinsk, Blyukhera, 2v;128;55.145926;61.387722
Chelyabinsk, Blyukhera, 2g;51;55.146486;61.388324
Chelyabinsk, Blyukhera, 2d;43;55.146996;61.388926
Chelyabinsk, Blyukhera, 2e;95;55.147634;61.389142
Chelyabinsk, Blyukhera, 3b;629;55.144747;61.387336
Chelyabinsk, Blyukhera, 53;407;55.132062;61.370457
Chelyabinsk, Blyukhera, 59;154;55.130899;61.368319
Chelyabinsk, Blyukhera, 5a;206;55.142756;61.384821
Chelyabinsk, Blyukhera, 63;53;55.130003;61.367205
Chelyabinsk, Blyukhera, 67;45;55.129026;61.36672
Chelyabinsk, Blyukhera, 8;134;55.142936;61.383626
Chelyabinsk, Blyukhera, 81a;180;55.12396;61.365902
Chelyabinsk, Blyukhera, 83;56;55.12326;61.365633
Chelyabinsk, Blyukhera, 83a;237;55.123415;61.364627
Chelyabinsk, Blyukhera, 85;151;55.122766;61.364699
Chelyabinsk, Blyukhera, 89;61;55.122313;61.365875
Chelyabinsk, Blyukhera, 9v;107;55.140976;61.382216
Chelyabinsk, Bogdana Khmelnitskogo, 11;140;55.257571;61.398799
Chelyabinsk, Bogdana Khmelnitskogo, 15;192;55.257565;61.393885
Chelyabinsk, Bogdana Khmelnitskogo, 15b;70;55.256827;61.394002
Chelyabinsk, Bogdana Khmelnitskogo, 18;104;55.258633;61.387615
Chelyabinsk, Bogdana Khmelnitskogo, 20;153;55.258627;61.386078
Chelyabinsk, Bogdana Khmelnitskogo, 21;37;55.258191;61.388863
Chelyabinsk, Bogdana Khmelnitskogo, 21a;133;55.257473;61.3888
Chelyabinsk, Bogdana Khmelnitskogo, 22;78;55.258617;61.384291
Chelyabinsk, Bogdana Khmelnitskogo, 23;63;55.258104;61.387462
Chelyabinsk, Bogdana Khmelnitskogo, 23a;57;55.257458;61.387624
Chelyabinsk, Bogdana Khmelnitskogo, 25;149;55.25815;61.38615
Chelyabinsk, Bogdana Khmelnitskogo, 25a;56;55.257442;61.386366
Chelyabinsk, Bogdana Khmelnitskogo, 26;168;55.258581;61.380455
Chelyabinsk, Bogdana Khmelnitskogo, 28;80;55.258674;61.378281
Chelyabinsk, Bogdana Khmelnitskogo, 29;182;55.257745;61.383141
Chelyabinsk, Bogdana Khmelnitskogo, 29a;74;55.257422;61.383752
Chelyabinsk, Bogdana Khmelnitskogo, 30;93;55.258648;61.376655
Chelyabinsk, Bogdana Khmelnitskogo, 30a;125;55.258638;61.375398
Chelyabinsk, Bogdana Khmelnitskogo, 31;57;55.258084;61.382342
Chelyabinsk, Bogdana Khmelnitskogo, 33;36;55.257714;61.381623
Chelyabinsk, Bogdana Khmelnitskogo, 34;184;55.258607;61.372451
Chelyabinsk, Bogdana Khmelnitskogo, 35;134;55.258089;61.380347
Chelyabinsk, Bogdana Khmelnitskogo, 35a;150;55.25737;61.381066
Chelyabinsk, Bogdana Khmelnitskogo, 36;166;55.258556;61.369693
Chelyabinsk, Bogdana Khmelnitskogo, 38;67;55.25854;61.36751
Chelyabinsk, Bogdana Khmelnitskogo, 42;378;55.258494;61.364411
Chelyabinsk, Bogdana Khmelnitskogo, 5;379;55.257453;61.400559
Chelyabinsk, Bogdana Khmelnitskogo, 6;75;55.258884;61.399814
Chelyabinsk, Bogdana Khmelnitskogo, 6a;138;55.259592;61.39985
Chelyabinsk, Bogdana Khmelnitskogo, 9;292;55.257299;61.399571
Chelyabinsk, Boleyko, 2;117;55.18965;61.402015
Chelyabinsk, Boleyko, 3;43;55.187635;61.405653
Chelyabinsk, Boleyko, 4;202;55.188571;61.402545
Chelyabinsk, Boleyko, 4a;265;55.18819;61.401763
Chelyabinsk, Boleyko, 4b;40;55.188386;61.400919
Chelyabinsk, Boleyko, 5;41;55.186864;61.406129
Chelyabinsk, Boleyko, 7;35;55.185538;61.406003
Chelyabinsk, Boleyko, 7a;138;55.185605;61.406946
Chelyabinsk, Boleyko, 7b;205;55.185605;61.407827
Chelyabinsk, Bolnichnaya, 12;49;55.152984;61.387489
Chelyabinsk, Bolshevistskaya, 8;61;55.245712;61.39905
Chelyabinsk, Borodinskaya, 14;156;55.256185;61.373906
Chelyabinsk, Bratev Kashirinykh, 10;163;55.173961;61.404081
Chelyabinsk, Bratev Kashirinykh, 100;1 281;55.179791;61.320187
Chelyabinsk, Bratev Kashirinykh, 100a;320;55.180069;61.318022
Chelyabinsk, Bratev Kashirinykh, 100b;1 014;55.180295;61.32016
Chelyabinsk, Bratev Kashirinykh, 101;106;55.178115;61.344208
Chelyabinsk, Bratev Kashirinykh, 101a;710;55.176296;61.346912
Chelyabinsk, Bratev Kashirinykh, 102;185;55.179082;61.316998
Chelyabinsk, Bratev Kashirinykh, 105;597;55.178115;61.338495
Chelyabinsk, Bratev Kashirinykh, 105a;713;55.176475;61.340965
Chelyabinsk, Bratev Kashirinykh, 106;132;55.178594;61.314384
Chelyabinsk, Bratev Kashirinykh, 107;279;55.178002;61.334362
Chelyabinsk, Bratev Kashirinykh, 108a;51;55.178923;61.312426
Chelyabinsk, Bratev Kashirinykh, 108b;34;55.179622;61.312435
Chelyabinsk, Bratev Kashirinykh, 10a;70;55.173987;61.405087
Chelyabinsk, Bratev Kashirinykh, 110;723;55.177745;61.312237
Chelyabinsk, Bratev Kashirinykh, 111;277;55.178033;61.330006
Chelyabinsk, Bratev Kashirinykh, 114;267;55.176331;61.308985
Chelyabinsk, Bratev Kashirinykh, 114a;212;55.177103;61.308662
Chelyabinsk, Bratev Kashirinykh, 115;385;55.178043;61.328568
Chelyabinsk, Bratev Kashirinykh, 116;195;55.175951;61.307144
Chelyabinsk, Bratev Kashirinykh, 117;93;55.177488;61.327841
Chelyabinsk, Bratev Kashirinykh, 118/2;104;55.175483;61.306281
Chelyabinsk, Bratev Kashirinykh, 118 2k;174;55.175483;61.306281
Chelyabinsk, Bratev Kashirinykh, 118a;177;55.176758;61.305733
Chelyabinsk, Bratev Kashirinykh, 118 korp. 2;84;55.175483;61.306281
Chelyabinsk, Bratev Kashirinykh, 119;760;55.178054;61.327086
Chelyabinsk, Bratev Kashirinykh, 12;244;55.173889;61.401539
Chelyabinsk, Bratev Kashirinykh, 121;92;55.177519;61.326412
Chelyabinsk, Bratev Kashirinykh, 122;182;55.174774;61.305446
Chelyabinsk, Bratev Kashirinykh, 122a;658;55.174969;61.305086
Chelyabinsk, Bratev Kashirinykh, 124;1 850;55.174296;61.304511
Chelyabinsk, Bratev Kashirinykh, 12b;945;55.17392;61.402527
Chelyabinsk, Bratev Kashirinykh, 12v;197;55.173951;61.402796
Chelyabinsk, Bratev Kashirinykh, 12d;654;55.173956;61.40338
Chelyabinsk, Bratev Kashirinykh, 131;697;55.175026;61.310027
Chelyabinsk, Bratev Kashirinykh, 131a;1 000;55.174177;61.308087
Chelyabinsk, Bratev Kashirinykh, 131b;948;55.173355;61.306164
Chelyabinsk, Bratev Kashirinykh, 132;112;55.172511;61.300164
Chelyabinsk, Bratev Kashirinykh, 132a;72;55.173031;61.299005
Chelyabinsk, Bratev Kashirinykh, 134;515;55.17174;61.298097
Chelyabinsk, Bratev Kashirinykh, 134a;195;55.172835;61.297747
Chelyabinsk, Bratev Kashirinykh, 136;219;55.170974;61.297594
Chelyabinsk, Bratev Kashirinykh, 136a;182;55.171812;61.296328
Chelyabinsk, Bratev Kashirinykh, 138;219;55.170763;61.296004
Chelyabinsk, Bratev Kashirinykh, 151;113;55.166794;61.295753
Chelyabinsk, Bratev Kashirinykh, 152;667;55.166547;61.294127
Chelyabinsk, Bratev Kashirinykh, 153;120;55.166434;61.295753
Chelyabinsk, Bratev Kashirinykh, 154;109;55.165729;61.293462
Chelyabinsk, Bratev Kashirinykh, 154a;41;55.166017;61.292384
Chelyabinsk, Bratev Kashirinykh, 156;247;55.165035;61.294172
Chelyabinsk, Bratev Kashirinykh, 157;105;55.165333;61.295726
Chelyabinsk, Bratev Kashirinykh, 158;221;55.16431;61.294064
Chelyabinsk, Bratev Kashirinykh, 159;79;55.16468;61.295681
Chelyabinsk, Bratev Kashirinykh, 160;168;55.162633;61.293678
Chelyabinsk, Bratev Kashirinykh, 161;467;55.164305;61.295726
Chelyabinsk, Bratev Kashirinykh, 163;240;55.162582;61.295995
Chelyabinsk, Bratev Kashirinykh, 164;161;55.161368;61.293462
Chelyabinsk, Bratev Kashirinykh, 164a;357;55.16163;61.292645
Chelyabinsk, Bratev Kashirinykh, 166;52;55.160627;61.293983
Chelyabinsk, Bratev Kashirinykh, 32;326;55.175046;61.391001
Chelyabinsk, Bratev Kashirinykh, 34;1 057;55.17483;61.390067
Chelyabinsk, Bratev Kashirinykh, 34a;1 361;55.175684;61.390229
Chelyabinsk, Bratev Kashirinykh, 54;1 071;55.179426;61.366639
Chelyabinsk, Bratev Kashirinykh, 66;210;55.179236;61.349769
Chelyabinsk, Bratev Kashirinykh, 68;170;55.179416;61.348745
Chelyabinsk, Bratev Kashirinykh, 68a;40;55.179421;61.348008
Chelyabinsk, Bratev Kashirinykh, 72;139;55.179529;61.347146
Chelyabinsk, Bratev Kashirinykh, 72a;225;55.180156;61.348152
Chelyabinsk, Bratev Kashirinykh, 74;191;55.179529;61.346014
Chelyabinsk, Bratev Kashirinykh, 76;124;55.180382;61.347253
Chelyabinsk, Bratev Kashirinykh, 78a;1 982;55.179534;61.3449
Chelyabinsk, Bratev Kashirinykh, 8;190;55.174182;61.406075
Chelyabinsk, Bratev Kashirinykh, 85a;538;55.1772;61.370376
Chelyabinsk, Bratev Kashirinykh, 85b;650;55.175977;61.371014
Chelyabinsk, Bratev Kashirinykh, 87a;898;55.17681;61.36866
Chelyabinsk, Bratev Kashirinykh, 88;286;55.179344;61.335674
Chelyabinsk, Bratev Kashirinykh, 89;103;55.178157;61.366567
Chelyabinsk, Bratev Kashirinykh, 8a;202;55.174553;61.406389
Chelyabinsk, Bratev Kashirinykh, 93;300;55.177123;61.364977
Chelyabinsk, Bratev Kashirinykh, 95;571;55.178157;61.361177
Chelyabinsk, Bratev Kashirinykh, 95a;87;55.177853;61.356964
Chelyabinsk, Bratev Kashirinykh, 97;348;55.178131;61.350802
Chelyabinsk, Bratev Kashirinykh, 99a;553;55.177853;61.347882
Chelyabinsk, Bratev Kashirinykh, 99b;134;55.176923;61.34825
Chelyabinsk, Buguruslanskaya, 27;30;55.105521;61.491586
Chelyabinsk, Buguruslanskaya, 31;92;55.105743;61.490678
Chelyabinsk, Burdenyuka, 11;75;55.23963;61.307108
Chelyabinsk, Burdenyuka, 12;31;55.240384;61.300532
Chelyabinsk, Burdenyuka, 13;168;55.239604;61.306182
Chelyabinsk, Burdenyuka, 14;62;55.240318;61.299562
Chelyabinsk, Burdenyuka, 16;47;55.240328;61.298735
Chelyabinsk, Burdenyuka, 19;185;55.239419;61.302625
Chelyabinsk, Burdenyuka, 21;213;55.239286;61.301682
Chelyabinsk, Burdenyuka, 25;94;55.239219;61.299705
Chelyabinsk, Burdenyuka, 9;80;55.239543;61.308374
Chelyabinsk, Vagnera, 110;122;55.129087;61.420987
Chelyabinsk, Vagnera, 112;98;55.128156;61.421787
Chelyabinsk, Vagnera, 112a;43;55.128145;61.421095
Chelyabinsk, Vagnera, 1a;38;55.137322;61.427006
Chelyabinsk, Vagnera, 66;32;55.140569;61.430168
Chelyabinsk, Vagnera, 66a;94;55.140821;61.429449
Chelyabinsk, Vagnera, 69;83;55.140291;61.431533
Chelyabinsk, Vagnera, 71;116;55.139797;61.430662
Chelyabinsk, Vagnera, 74;28;55.136411;61.427733
Chelyabinsk, Vagnera, 75;162;55.136879;61.429045
Chelyabinsk, Vagnera, 76;62;55.135773;61.427365
Chelyabinsk, Vagnera, 77;55;55.136288;61.428452
Chelyabinsk, Vagnera, 78;73;55.135083;61.426808
Chelyabinsk, Vagnera, 81;105;55.13496;61.427626
Chelyabinsk, Vagnera, 82;30;55.134075;61.426278
Chelyabinsk, Vagnera, 84;38;55.132433;61.422092
Chelyabinsk, Vagnera, 86a;92;55.131743;61.421616
Chelyabinsk, Vagnera, 86b;74;55.131882;61.421014
Chelyabinsk, Vagnera, 88;168;55.130765;61.42087
Chelyabinsk, Vasilevskogo, 2;43;55.110115;61.4684
Chelyabinsk, Vasilevskogo, 3;39;55.110357;61.469254
Chelyabinsk, Vasilevskogo, 4;92;55.109121;61.469209
Chelyabinsk, Vasilevskogo, 7;56;55.109832;61.470206
Chelyabinsk, Vasilevskogo, 70;286;55.10016;61.480375
Chelyabinsk, Vasilevskogo, 73;65;55.102271;61.480078
Chelyabinsk, Vasilevskogo, 76;137;55.098248;61.482432
Chelyabinsk, Vasilevskogo, 77;129;55.100242;61.482342
Chelyabinsk, Vasilevskogo, 79;176;55.099165;61.483222
Chelyabinsk, Vasilevskogo, 81;48;55.098635;61.483447
Chelyabinsk, Vasilevskogo, 83;85;55.098501;61.484192
Chelyabinsk, Vakhtangova, 2;386;55.268282;61.39101
Chelyabinsk, Vakhtangova, 3;32;55.268287;61.390139
Chelyabinsk, Vakhtangova, 5;31;55.268738;61.390121
Chelyabinsk, Vakhtangova, 7;235;55.269344;61.390184
Chelyabinsk, Verkhneuralskaya, 11;56;55.144758;61.374535
Chelyabinsk, Verkhneuralskaya, 13;32;55.144145;61.374266
Chelyabinsk, Vinnitskaya, 4;218;55.24292;61.405509
Chelyabinsk, Vinnitskaya, 4a;57;55.243346;61.407063
Chelyabinsk, Vinnitskaya, 7;100;55.243654;61.409138
Chelyabinsk, Vitebskaya, 1a;32;55.153143;61.372855
Chelyabinsk, Vitebskaya, 1b;120;55.153164;61.373646
Chelyabinsk, Vitebskaya, 2b;530;55.15375;61.373754
Chelyabinsk, Vitebskaya, 5;198;55.15321;61.369397
Chelyabinsk, Volodarskogo, 10;136;55.166778;61.385468
Chelyabinsk, Volodarskogo, 13;96;55.164515;61.386429
Chelyabinsk, Volodarskogo, 17;43;55.163451;61.386537
Chelyabinsk, Volodarskogo, 28;43;55.16199;61.385863
Chelyabinsk, Volodarskogo, 30;45;55.161147;61.385971
Chelyabinsk, Volodarskogo, 32;208;55.160725;61.385315
Chelyabinsk, Volodarskogo, 50;85;55.158652;61.385081
Chelyabinsk, Volodarskogo, 50a;160;55.158344;61.385306
Chelyabinsk, Volodarskogo, 52a;618;55.159177;61.386231
Chelyabinsk, Volodarskogo, 7;148;55.166362;61.386537
Chelyabinsk, Volodarskogo, 9;62;55.165688;61.386375
Chelyabinsk, Volodarskogo, 9 a;585;55.16575;61.38721
Chelyabinsk, Volochaevskaya, 37;92;55.184906;61.467322
Chelyabinsk, Vorovskogo, 13;774;55.15482;61.394523
Chelyabinsk, Vorovskogo, 13a;74;55.154548;61.394873
Chelyabinsk, Vorovskogo, 13b;43;55.154357;61.395681
Chelyabinsk, Vorovskogo, 15;161;55.153966;61.39322
Chelyabinsk, Vorovskogo, 15a;89;55.153447;61.393804
Chelyabinsk, Vorovskogo, 15b;118;55.153941;61.394514
Chelyabinsk, Vorovskogo, 15v;48;55.153503;61.392591
Chelyabinsk, Vorovskogo, 17;85;55.152989;61.392142
Chelyabinsk, Vorovskogo, 19a;353;55.152217;61.392151
Chelyabinsk, Vorovskogo, 21;302;55.151528;61.390786
Chelyabinsk, Vorovskogo, 21b;190;55.151297;61.391549
Chelyabinsk, Vorovskogo, 23a;105;55.151657;61.392528
Chelyabinsk, Vorovskogo, 23b;100;55.151677;61.393606
Chelyabinsk, Vorovskogo, 23v;34;55.150854;61.393993
Chelyabinsk, Vorovskogo, 26a;58;55.152552;61.387677
Chelyabinsk, Vorovskogo, 32;62;55.150108;61.386249
Chelyabinsk, Vorovskogo, 34;43;55.149681;61.385557
Chelyabinsk, Vorovskogo, 34a;128;55.150437;61.385369
Chelyabinsk, Vorovskogo, 36b;239;55.150149;61.383707
Chelyabinsk, Vorovskogo, 40;100;55.146147;61.38112
Chelyabinsk, Vorovskogo, 41b;38;55.149038;61.388145
Chelyabinsk, Vorovskogo, 47;54;55.148097;61.385153
Chelyabinsk, Vorovskogo, 52;86;55.144084;61.377805
Chelyabinsk, Vorovskogo, 52a;145;55.144253;61.377167
Chelyabinsk, Vorovskogo, 54a;88;55.143888;61.376251
Chelyabinsk, Vorovskogo, 55;92;55.146666;61.383168
Chelyabinsk, Vorovskogo, 60;58;55.142391;61.37608
Chelyabinsk, Vorovskogo, 61b;972;55.144871;61.380814
Chelyabinsk, Vorovskogo, 62;405;55.141624;61.374868
Chelyabinsk, Vorovskogo, 63a;185;55.143831;61.379368
Chelyabinsk, Vorovskogo, 73;134;55.141691;61.376395
Chelyabinsk, Vorovskogo, 75;126;55.141202;61.375811
Chelyabinsk, Vorovskogo, 77;85;55.140682;61.375631
Chelyabinsk, Vorovskogo, 81;44;55.139025;61.375667
Chelyabinsk, Vorovskogo, 83;41;55.138717;61.376188
Chelyabinsk, Voroshilova, 11;220;55.198355;61.324607
Chelyabinsk, Voroshilova, 12a;97;55.19744;61.319936
Chelyabinsk, Voroshilova, 13;191;55.199218;61.323457
Chelyabinsk, Voroshilova, 14;123;55.196844;61.320196
Chelyabinsk, Voroshilova, 14a;139;55.196104;61.320358
Chelyabinsk, Voroshilova, 15;30;55.198463;61.322792
Chelyabinsk, Voroshilova, 19a;124;55.196793;61.325433
Chelyabinsk, Voroshilova, 21;31;55.196295;61.324059
Chelyabinsk, Voroshilova, 23;64;55.19688;61.322433
Chelyabinsk, Voroshilova, 25;90;55.196074;61.322271
Chelyabinsk, Voroshilova, 3;60;55.201073;61.325981
Chelyabinsk, Voroshilova, 31;45;55.193376;61.322199
Chelyabinsk, Voroshilova, 33;64;55.192425;61.322424
Chelyabinsk, Voroshilova, 35a;100;55.191593;61.32325
Chelyabinsk, Voroshilova, 35b;77;55.191618;61.323969
Chelyabinsk, Voroshilova, 37;348;55.190611;61.322217
Chelyabinsk, Voroshilova, 5;60;55.200642;61.325074
Chelyabinsk, Voroshilova, 51;147;55.18158;61.322613
Chelyabinsk, Voroshilova, 53;267;55.180835;61.322361
Chelyabinsk, Voroshilova, 53b;111;55.181344;61.325146
Chelyabinsk, Voroshilova, 55;194;55.17992;61.324104
Chelyabinsk, Voroshilova, 55b;95;55.181267;61.326376
Chelyabinsk, Voroshilova, 57;467;55.179288;61.325721
Chelyabinsk, Voroshilova, 57a;156;55.179318;61.323143
Chelyabinsk, Voroshilova, 57b;56;55.179817;61.326017
Chelyabinsk, Voroshilova, 57v;218;55.179915;61.322397
Chelyabinsk, Voroshilova, 6b;435;55.200164;61.321454
Chelyabinsk, Voroshilova, 8;181;55.199157;61.320861
Chelyabinsk, Voroshilova, 9b;156;55.198956;61.324409
Chelyabinsk, Vostretsova, 22;119;55.190837;61.375981
Chelyabinsk, Vostretsova, 3;578;55.190513;61.377311
Chelyabinsk, Vostretsova, 7;200;55.190359;61.375784
Chelyabinsk, Vyazovaya, 29;110;55.190025;61.474392
Chelyabinsk, Vyazovaya, 64a;54;55.185949;61.469397
Chelyabinsk, Gabdully Tukaya, 11;225;55.204217;61.275469
Chelyabinsk, Gabdully Tukaya, 13;152;55.204839;61.275819
Chelyabinsk, Gabdully Tukaya, 15;194;55.205379;61.276394
Chelyabinsk, Gabdully Tukaya, 17;298;55.205697;61.277373
Chelyabinsk, Gabdully Tukaya, 18;36;55.204937;61.278505
Chelyabinsk, Gabdully Tukaya, 20;200;55.205605;61.279538
Chelyabinsk, Gabdully Tukaya, 21;41;55.206242;61.278541
Chelyabinsk, Gabdully Tukaya, 22;69;55.206206;61.280203
Chelyabinsk, Gabdully Tukaya, 9;92;55.203899;61.27484
Chelyabinsk, Gagarina, 1;103;55.14466;61.446616
Chelyabinsk, Gagarina, 10;139;55.142015;61.442115
Chelyabinsk, Gagarina, 11;40;55.14095;61.442493
Chelyabinsk, Gagarina, 12;160;55.141223;61.441594
Chelyabinsk, Gagarina, 15;32;55.139571;61.441657
Chelyabinsk, Gagarina, 16;133;55.139617;61.440543
Chelyabinsk, Gagarina, 17;139;55.138871;61.441567
Chelyabinsk, Gagarina, 19;151;55.138068;61.440741
Chelyabinsk, Gagarina, 1a;158;55.144536;61.447029
Chelyabinsk, Gagarina, 2;146;55.146193;61.444649
Chelyabinsk, Gagarina, 20;43;55.136689;61.438828
Chelyabinsk, Gagarina, 21;84;55.137003;61.440858
Chelyabinsk, Gagarina, 23;40;55.13619;61.439735
Chelyabinsk, Gagarina, 24;63;55.135454;61.438046
Chelyabinsk, Gagarina, 25;31;55.135346;61.43925
Chelyabinsk, Gagarina, 26;45;55.133879;61.437058
Chelyabinsk, Gagarina, 3;129;55.144222;61.445143
Chelyabinsk, Gagarina, 30a;53;55.132793;61.435665
Chelyabinsk, Gagarina, 31;142;55.132119;61.437229
Chelyabinsk, Gagarina, 32b;37;55.130251;61.431704
Chelyabinsk, Gagarina, 33a;34;55.129623;61.435764
Chelyabinsk, Gagarina, 35;189;55.128758;61.435234
Chelyabinsk, Gagarina, 37;45;55.12675;61.434857
Chelyabinsk, Gagarina, 38;270;55.129638;61.434381
Chelyabinsk, Gagarina, 38a;32;55.128706;61.432602
Chelyabinsk, Gagarina, 39;45;55.124928;61.434956
Chelyabinsk, Gagarina, 4;96;55.144763;61.443795
Chelyabinsk, Gagarina, 40;52;55.128675;61.433752
Chelyabinsk, Gagarina, 40a;63;55.128253;61.432306
Chelyabinsk, Gagarina, 43a;163;55.12379;61.4358
Chelyabinsk, Gagarina, 45;179;55.122406;61.435306
Chelyabinsk, Gagarina, 46;67;55.126349;61.433554
Chelyabinsk, Gagarina, 46a;164;55.126961;61.432432
